budget,genres,keywords,original_language,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,companies,countries,languages
3500000,Mystery,"['witch', 'new england', '17th century']",en,"New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.",50.319662,2016-02-19,40423945,92.0,Evil takes many forms.,The Witch,6.3,Parts and Labor,Canada,English
1000000,TV Movie,"['california', 'helicopter', 'beach', 'tornado', 'hurricane', 'attack', 'blood', 'chainsaw', 'storm', 'explosion', 'danger', 'shark', 'tv movie', 'flood']",en,"A freak hurricane hits Los Angeles, causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia",20.466433,2013-07-11,0,86.0,Enough said!,Sharknado,3.8,The Asylum,United States of America,English
3500000,Fantasy,"['hunter', 'mountains', 'wilderness', 'adventure', 'forest', 'secret government organization', 'hunting trip', 'wildlife', 'conspiracy', 'troll', 'mockumentary', 'found footage', 'aftercreditsstinger']",nb,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",12.982319,2010-10-29,4159678,103.0,You believe it when you see it!,Troll Hunter,6.7,Filmkameratene A/S,Norway,Norsk
3500000,Documentary,"['climate change', 'documentary']",en,"Academy Award® winning director Charles Ferguson's new film investigates global climate change villains and heroes, and reveals practical solutions to act on.",1.618138,2015-09-04,0,100.0,Climate change for good.,Time to Choose,0.0,Representational Pictures,United States of America,English
8000000,Documentary,"['parents kids relationship', 'penguin', 'brood', 'autonomy', 'egg', 'survival', 'snow', 'antarctic']",fr,"Every year, thousands of Antartica's emperor penguins make an astonishing journey to breed their young. They walk, marching day and night in single file 70 miles into the darkest, driest and coldest continent on Earth.",17.537154,2005-01-26,127392239,80.0,"In the harshest place on Earth, love finds a way.",March of the Penguins,6.9,Wild Bunch,France,Français
3500000,Thriller,"['capitalism', 'brokerage', 'wall street', 'downsizing', 'financial crisis', 'stock market', 'stock market crash', '21st century', 'investment']",en,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,26.259389,2011-09-28,19504039,107.0,Be first. Be smarter. Or cheat.,Margin Call,6.7,Benaroya Pictures,United States of America,English
3300000,Drama,"['jazz', 'obsession', 'conservatory', 'music teacher', 'new york city', 'violence', 'montage', 'drummer', 'public humiliation', 'jazz band', 'young adult', 'music school']",en,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",192.528841,2014-10-10,13092000,105.0,The road to greatness can take you to the edge.,Whiplash,8.3,Bold Films,United States of America,English
3300000,Drama,"['male nudity', 'street gang', 'brazilian', 'photographer', '1970s', 'puberty', 'ghetto', 'gang war', 'coming of age', 'woman director', '1980s']",pt,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.",44.356711,2002-02-05,30641770,130.0,"If you run you're dead... if you stay, you're dead again. Period.",City of God,8.1,O2 Filmes,Brazil,Português
3400000,Drama,"['depression', 'biography', 'drug']",en,"The story follows 19-year-old Renee who has always loved fairy tales: the idea of a princess, a hero and a happily ever after. But Renee’s life is that of a darker tale: she’s a young woman battling addiction, depression and self-injury. In a creative blend of artistic fantasy balanced with harsh reality, the movie follows Renee on her courageous journey towards recovery.",6.723057000000002,2015-03-13,0,118.0,Based on the True Story that started a Global Movement.,To Write Love on Her Arms,6.8,Two Streets Entertainment,United States of America,English
0,Drama,"[""children's book"", ""asperger's syndrome"", 'electrical engineer', ""asperger's""]",en,"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.",8.308442,2009-07-29,2277396,99.0,A story about two strangers. One a little stranger than the other...,Adam,6.9,Vox3 Films,United States of America,English
0,Drama,"['individual', 'new york', 'adolescence', 'colombia', 'drug traffic', 'cocaine', 'drug crime', 'illegal immigration', 'maquiladora', 'airplane', 'bravery', 'teacher', 'pregnancy', 'self esteem']",es,A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,3.027892,2004-01-18,0,101.0,"Based on 10,000 true stories.",Maria Full of Grace,6.9,Fine Line Features,Ecuador,English
3200000,Drama,"['gay', 'loss of mother', 'secret', 'coming out', 'loss of father', 'cancer', 'lgbt elderly']",en,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover.",11.933449,2010-09-11,5332926,105.0,This is what love feels like.,Beginners,6.8,Parts and Labor,United States of America,English
2700000,Comedy,"['sex', 'nudity', 'college', 'fraternity', 'gross out comedy', 'dean', 'fraternity house', 'probation', '1960s', 'college freshman', 'anarchic comedy']",en,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",17.332585,1978-07-27,141000000,109.0,It was the Deltas against the rules... the rules lost!,Animal House,7.0,Universal Pictures,United States of America,English
2500000,Adventure,"['secret organization', 'secret intelligence service', 'nuclear radiation', 'fort knox', 'aston martin', 'secret lab', 'kentucky', 'gas attack', 'airplane', 'british secret service', 'duringcreditsstinger']",en,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",47.812466,1964-09-17,124881062,110.0,Everything he touches turns into excitement!,Goldfinger,7.2,United Artists,United Kingdom,普通话
2400000,Science Fiction,"['injection', 'celebrity', 'satire', 'near future', 'metamorphosis', 'tech noir', 'virus', 'body horror']",en,"After becoming infected with the virus that killed superstar Hannah Geist, Syd March must unravel the mystery surrounding her death to save his own life .",11.753553,2012-09-19,0,110.0,What If You Could Feel Like They Do ...,Antiviral,5.7,Alliance Films,Canada,English
4000000,Drama,"['london england', 'alcohol', 'sex', 'based on novel', 'drug addiction', 'drug dealer', 'nightclub', 'junkie', 'heroin', 'cold turkey', 'modern society', 'hallucination', 'friendship', 'surrealism', 'dark comedy', 'stealing', 'monologue', 'cult film', 'recovering drug addict', 'illegal drugs', 'drug deal', 'drug rehabilitation', 'drug culture', 'antihero']",en,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",63.513324,1996-02-23,16491080,93.0,Choose life.,Trainspotting,7.8,Miramax Films,United Kingdom,English
3000000,Horror,"['ouija board', 'haunting', 'demonic possession', 'found footage', 'duringcreditsstinger']",en,"Just as Dan and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. Security cameras capture the torment, making every minute horrifyingly real.",22.789649,2010-10-20,177512032,91.0,In 2009 you demanded it. Nothing can prepare you for what's next.,Paranormal Activity 2,5.7,Paramount Pictures,United States of America,English
4000000,Documentary,"['usa', 'canada', 'gun', 'homicide', 'to shoot dead', 'checks and balances', 'columbine', 'oklahoma city bombing', 'gun violence', 'person running amok']",en,"Why do 11,000 people die in America each year at the hands of gun violence? Talking heads yelling from every TV camera blame everything from Satan to video games. But are we that much different from many other countries? What sets us apart? How have we become both the master and victim of such enormous amounts of violence? This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old, Bowling for Columbine is a journey through America, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",11.414843,2002-10-09,35564473,120.0,One nation under the gun.,Bowling for Columbine,7.3,Alliance Atlantis Communications,United States of America,English
16000000,Adventure,"['mountains', 'mountain village', 'friendship', 'based on tv series', 'young boy', 'pokémon', 'best friend', 'fighting', 'based on video game', 'pikachu', 'anime']",ja,"When Molly Hale's sadness of her father's disappearance get to her, she unknowingly uses the Unown to create her own dream world along with Entei, who she believes to be her father. When Entei kidnaps Ash's mom, Ash along with Misty & Brock invade the mansion looking for his mom and trying to stop the mysteries of Molly's Dream World and Entei!",9.18885,2000-07-08,68411275,93.0,Pokémon: Spell of the Unknown,Pokémon: Spell of the Unknown,5.9,TV Tokyo,Japan,English
3000000,Action,"['portal', 'undertaker', 'evil', 'tall man', 'sentinals']",en,"Mike, after his release from a psychiatric hospital, teams up with his old pal Reggie to hunt down the Tall Man, who is at it again. A mysterious, beautiful girl has also become part of Mike's dreams, and they must find her before the Tall Man does.",5.003615,1988-07-08,7282851,97.0,The ball is back!,Phantasm II,6.3,Universal Pictures,United States of America,English
3000000,Crime,"['slum', 'baby', 'fight', 'nudity', 'leader', 'johannesburg', 'police', 'love', 'friends', 'murder', 'gang', 'teenager', 'violence', 'criminal', 'hijack']",af,"The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn’t the best way.",2.504169,2005-08-18,9879971,94.0,In this world... Redemption comes just once.,Tsotsi,6.9,Movieworld Productions,South Africa,Afrikaans
3000000,Action,"['female nudity', 'prostitute', 'shotgun', 'pimp', 'underwear', 'dystopia', 'vigilante', 'blood', 'massacre', 'brutality', 'violence', 'spitting blood', 'white suit', 'genocide', 'body mutilation', 'extreme sadism', 'child killer', 'sawed off shotgun', 'flamethrower', 'attempted robbery', 'intestines', 'disembowelment', 'attempted rape', 'shot repeatedly']",en,"A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile Santa, the Hobo goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.",16.900433,2011-05-06,748453,86.0,"Delivering justice, one shell at a time...",Hobo with a Shotgun,5.7,Rhombus Media,United States of America,English
0,Comedy,"['college', 'female friendship', 'young adult']",en,"A trio of beautiful girls set out to revolutionize life at a grungy American university: the dynamic leader Violet Wister, principled Rose and sexy Heather. They welcome transfer student Lily into their group which seeks to help severely depressed students with a program of good hygiene and musical dance numbers.",3.750338,2012-04-06,0,99.0,"For these girls... it's not what you learn, it's whom you educate.",Damsels in Distress,5.6,Westerly Films,United States of America,English
3000000,Comedy,"['bridesmaid', 'strip club', 'female friendship', 'reunion', 'drug use', 'wedding', 'wedding dress', 'childhood friends', 'woman director', 'bachelorette party', 'bitch', 'fat woman']",en,Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,20.952820000000006,2012-08-06,11947954,87.0,Old habits party hard.,Bachelorette,5.3,Gary Sanchez Productions,United States of America,English
3000000,Documentary,"['female nudity', 'corruption', 'cheating', 'experiment', 'limousine', 'high school', 'independent film', 'student', 'economics', 'real estate', 'woman director']",en,Some of the world's most innovative documentary filmmakers will explore the hidden side of everything.,1.781462,2010-10-01,103735,93.0,Things you always thought you knew but didn't,Freakonomics,6.6,Chad Troutwine Films,United States of America,English
2777000,Adventure,"['witch', 'adolescence', 'based on novel', 'secret identity', 'clock', 'dream', 'lion', 'tornado', 'scarecrow', 'musical', 'crow', 'music', 'kansas', 'classic', 'imaginary land', 'cowardliness', 'sepia color']",en,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",67.417542,1939-08-15,33754967,102.0,"We're off to see the Wizard, the wonderful Wizard of Oz!",The Wizard of Oz,7.4,Loew's Incorporated,United States of America,English
0,Comedy,"['baseball', 'sport']",en,An unemployed slacker (Lange) inspires his softball teammates to improve their game so they won't get kicked out of the local league.,1.73892,2006-09-15,0,86.0,No Gut... No Glory.,Beer League,5.3,Identity Films,United States of America,English
2600000,Science Fiction,"['scissors', 'radio', 'nudity', 'time', 'woods', 'surrealism', 'travel', 'independent film', 'scientist', 'machine', 'nonlinear timeline', 'binoculars', 'injury', 'voyeur', 'loop']",es,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.,19.02965,2007-09-20,553198,92.0,A trip back in time from the present to...,Timecrimes,7.0,Arsénico Producciones,Spain,Español
2500000,Comedy,"['horror spoof', 'found footage', 'duringcreditsstinger']",en,"A spoof of all the ""found-footage/documentary style"" films released in recent years.",18.661541,2013-01-11,60141683,86.0,This $*%! ain't paranormal.,A Haunted House,5.4,Endgame Entertainment,United States of America,English
0,Comedy,"['stand-up comedy', 'manhattan, new york city', 'madison square garden', 'duringcreditsstinger']",en,"Captures the laughter, energy and mayhem from Hart's 2012 ""Let Me Explain"" concert tour, which spanned 10 countries and 80 cities, and generated over $32 million in ticket sales.",9.799357,2013-07-03,32230907,74.0,Witness the rise of a legend,Kevin Hart: Let Me Explain,7.1,Hartbeat Productions,United States of America,English
2500000,Science Fiction,"['friendship', 'robot', 'senior citizen', 'cat thief']",en,"A delightful dramatic comedy, a buddy picture, and, for good measure, a heist film. Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their father’s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support – like nutritious meals and a clean house – and eventually begins to treat his robot like a true companion. With his robot’s assistance, Frank’s passion for his old, unlawful profession is reignited, for better or worse.",23.419061,2012-08-16,3325038,85.0,Friendship doesn't have an off switch,Robot & Frank,6.8,Samuel Goldwyn Films,United States of America,English
2500000,Comedy,"['alcoholism', 'coming of age', 'teenager', 'high school student', 'based on young adult novel']",en,"A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",25.722747,2013-08-02,6854611,95.0,From the Writers of (500) Days of Summer,The Spectacular Now,6.8,21 Laps Entertainment,United States of America,English
0,Comedy,"['muslim', 'museum', 'jew', 'evidence', 'rabbi', 'interview', 'christian', 'faith', 'atheist', 'chapel', 'religious', 'catholic', 'evolution', 'trucker', 'mormon', 'skeptic', 'creationism', 'aftercreditsstinger']",en,"Commentator-comic Bill Maher plays devil's advocate with religion as he talks to believers about their faith. Traveling around the world, Maher examines the tenets of Christianity, Judaism and Islam and raises questions about homosexuality, proof of Christ's existence, Jewish Sabbath laws, violent Muslim extremists.",9.774126,2008-10-01,0,101.0,Heaven help us.,Religulous,7.2,Lions Gate Films,United States of America,العربية
2500000,Drama,"['virtual reality', 'dystopia', 'moral conflict', 'computer', 'loneliness', 'water shortage', 'teacher']",en,"Set in a near-future, militarized world marked by closed borders, virtual labor and a global digital network that joins minds and experiences, three strangers risk their lives to connect with each other and break the barriers of technology.",4.624691,2008-12-10,107559,90.0,Crossing the border just got easier. Plug into the new American dream.,Sleep Dealer,6.0,Likely Story,Mexico,English
2500000,Comedy,"['bomb', 'gun', 'drug dealer', 'costume', 'comic book', 'party', 'superhero', 'dark comedy', 'gore', 'blood', 'comic book shop', 'comic book collector', 'dinner', 'violence', 'police officer', 'cosplay', 'duringcreditsstinger']",en,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, though he lacks for heroic skills.",12.204569,2010-09-09,324138,96.0,"Shut up, crime!",Super,6.6,This Is That Productions,United States of America,English
2380000,Drama,"['holiday', 'skinhead', 'england', 'vandalism', 'independent film', 'gang', 'racism', 'summer', 'youth', 'violence', 'drug', 'unemployment', 'xenophobia', 'culture']",en,"A story about a troubled boy growing up in England, set in 1983. He comes across a few skinheads on his way home from school, after a fight. They become his new best friends even like family. Based on experiences of director Shane Meadows.",8.395624,2006-09-12,8176544,101.0,"Run with the crowd, stand alone, you decide.",This Is England,7.4,EM Media,United Kingdom,English
2280000,Animation,"['orchestra', 'classical music', 'musical segments']",en,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",32.875469,1940-11-13,83320000,124.0,The most sensational sound you'll ever see!,Fantasia,7.2,Walt Disney Pictures,United States of America,English
1500000,Horror,"['terror', 'obsession', 'camcorder', 'firemen', 'religion and supernatural', 'reality tv', 'bite', 'cinematographer', 'attempt to escape', 'lodger', 'live-reportage', 'found footage']",es,A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,31.691617,2007-04-10,30448000,78.0,One witness. One camera,[REC],7.1,Filmax,Spain,日本語
2000000,Action,"['venice', 'london england', 'terror', 'england', 'assassination', 'spy', 'assassin', 'istanbul', 'russia', 'secret mission', 'secret organization', 'secret intelligence service', 'kgb', 'orient express', 'zagreb', 'gondola', 'phantom', 'villain', 'duringcreditsstinger']",en,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy",41.298723,1963-10-11,78898765,115.0,The world's masters of murder pull out all the stops to destroy Agent 007!,From Russia with Love,6.9,United Artists,United Kingdom,English
2000000,Crime,"['rape', 'sex', 'identity', 'small town', 'love', 'friends', 'murder', 'romance', 'true', 'transgender', 'anger', 'woman director', 'nebraska', 'small town murder', 'transphobia', 'gender identity']",en,"Female born, Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska.",15.557144,1999-09-02,11540607,118.0,A true story about finding the courage to be yourself.,Boys Don't Cry,7.2,Fox Searchlight Pictures,United States of America,English
1000000,Drama,"['father', 'faith']",en,"As law enforcement officers, Adam Mitchell, Nathan Hayes, and their partners are confident and focused. They willingly stand up to the worst the streets have to offer. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a new found urgency help these dads draw closer to God ... and to their children? COURAGEOUS is the fourth release of Sherwood Pictures, the movie making ministry of Sherwood Church in Albany, Georgia.",5.961119,2011-09-30,34522221,129.0,Honor Begins at Home.,Courageous,6.8,TriStar Pictures,United States of America,English
2700000,Drama,"['paris', 'journalist', 'dialogue', 'talking', 'soulmates', 'walking', 'bookshop', ""love of one's life"", 'author']",en,Nine years ago two strangers met by chance and spent a night in Vienna that ended before sunrise. They are about to meet for the first time since. Now they have one afternoon to find out if they belong together.,14.799323,2004-02-10,15992615,80.0,What if you had a second chance with the one that got away?,Before Sunset,7.6,Castle Rock Entertainment,United States of America,English
2000000,Drama,"['father', 'court', 'bail', 'drug trade', 'girl', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director']",en,"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.",20.834883,2010-06-11,13831503,100.0,Talking Just Causes Witnesses,Winter's Bone,6.8,Anonymous Content,United States of America,English
2000000,Documentary,"['corruption', 'capitalism', 'globalization', 'bank', 'banker', 'fraud', 'wall street', 'finances', 'global economy', 'banking', 'crisis', 'money', 'economics', 'financial crisis', 'stock market', 'corporation']",en,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",16.930914,2010-10-08,7871522,109.0,"The film that cost $20,000,000,000,000 to make.",Inside Job,7.7,Sony Pictures Classics,United States of America,English
2000000,Crime,"['watching a movie', 'playing pool', 'vinegar']",en,"Jim Davis is an ex-Army Ranger who finds himself slipping back into his old life of petty crime after a job offer from the LAPD evaporates. His best friend is pressured by his girlfriend Sylvia to find a job, but Jim is more interested in hanging out and making cash from small heists, while trying to get a law enforcement job so he can marry his Mexican girlfriend.",12.999023,2005-09-11,5967038,120.0,Take A Ride To The Edge,Harsh Times,6.3,The Weinstein Company,United States of America,English
2000000,Romance,"['gay', 'new york', 'free love', 'swinger club', 'transsexuality', 'sex', 'heterosexual', 'suicide attempt', 'eroticism', 'group sex', 'orgasm', 'sex therapy', 'video', 'dominatrix', 'homosexuality', 'unsimulated sex']",en,"A group of New Yorkers caught up in their milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality.. The characters converge in a weekly Brooklyn salon loosely inspired by various underground NYC gatherings that took place in the early 2000's.",14.846001,2006-05-20,5179037,101.0,Open Your Mind. And Everything Else.,Shortbus,6.3,Fortissimo Films,United States of America,English
0,Drama,"['gold', 'oregon', 'thirst', 'tree', 'settler', 'family relationships', 'native american', 'salt lake city', 'pioneer', 'woman director']",en,"Set in 1845, this drama follows a group of settlers as they embark on a punishing journey along the Oregon Trail. When their guide leads them astray, the expedition is forced to contend with the unforgiving conditions of the high plain desert.",4.749885,2010-09-05,876302,104.0,The Road to Civilisation is Not Always Civilised,Meek's Cutoff,6.5,Film Science,United States of America,English
13500000,Drama,['stonewall riot'],en,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",5.16023,2015-09-18,187674,129.0,Where Pride Began,Stonewall,5.2,Centropolis Entertainment,United States of America,English
0,Thriller,['woman director'],en,"A young singer/songwriter, despite being married, becomes involved with her new guitarist, who she soon discovers has a dark past and may be a danger to her and those close to her.",5.099368,2013-09-13,0,98.0,There's a fine line between love and obsession.,Plush,5.4,Blumhouse Productions,United States of America,English
0,Horror,"['female nudity', 'horror', 'dark comedy', 'female homosexuality', 'female vampire']",en,"With their women having been enslaved by a pack of lesbian vampires, the remaining menfolk of a rural town send two hapless young lads out onto the moors as a sacrifice.",6.632891000000001,2009-03-16,0,86.0,"After Twilight, The Real Party Starts.",Lesbian Vampire Killers,5.3,AV Pictures,United Kingdom,English
1000000,Thriller,"['camcorder', 'reality', 'insane asylum', 'paranormal', 'haunting', 'psychiatric hospital', 'ghost hunting', 'paranormal investigation', 'labyrinth', 'mental asylum', 'found footage']",en,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.,13.222268,2011-09-09,0,92.0,They Were Searching For Proof.  They Found it.,Grave Encounters,6.1,Darclight,Canada,English
2000000,Crime,"['kidnapping', 'murder', 'suspense']",en,Communication is the key to the survival for nine strangers who have been kidnapped by a masked gunman and told that one of them will die every ten minutes until they discover how they are all connected. Who of the nine lives and who dies?,9.68793,2010-01-01,0,98.0,It doesn't have to end this way,Nine Dead,5.2,Hartbreak Films,United States of America,English
2000000,Thriller,"['lake', 'shark attack']",en,"Meredith Hendricks happens to be the best cop in her quiet town on Lake Tahoe. When a black-market exotic species dealer named Clint is paroled from prison, something he let loose begins to make its presence known. Swimmers and land-lovers alike begin to become part of the food chain at an unbelievable rate. Meredith and her team discover that they're not just hunting one eating machine, but a whole family of them. Not everyone will make it out alive, but those who do will never forget this summer at Shark Lake.",1.187764,2015-10-02,0,92.0,In this lake you have to fight to survive,Shark Lake,4.4,FLF Films,United States of America,English
1987650,Drama,"['isolation', 'coffin', 'race against time', 'buried alive', 'survival', 'terrorism', 'danger', 'cell phone', 'desert', 'psychological', 'aftercreditsstinger', 'captivity', 'chases and races', 'mind and soul', 'confined']",en,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,32.841229,2010-09-24,19152480,94.0,"170,000 sq miles of desert. 90 minutes of oxygen. No way out.",Buried,6.6,Studio 37,Spain,English
0,Drama,"['beach', 'wales', 'friendship', 'bullying', 'teenage girl', 'loss of virginity']",en,"15-year-old deep-thinking Welsh schoolboy, Oliver Tate (Craig Roberts) struggles to initiate and maintain a relationship with Jordana (Yasmin Paige), his devilish, dark-haired classmate at their Swansea high school.  As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.",8.518866000000001,2011-03-18,864659,97.0,A comedy that doesn't let principles stand in the way of progress.,Submarine,7.4,Film4,United Kingdom,English
0,Documentary,['woman director'],ar,"The Square, a new film by Jehane Noujaim (Control Room; Rafea: Solar Mama), looks at the hard realities faced day-to-day by people working to build Egypt’s new democracy. Catapulting us into the action spread across 2011 and 2012, the film provides a kaleidoscopic, visceral experience of the struggle. Cairo’s Tahrir Square is the heart and soul of the film, which follows several young activists. Armed with values, determination, music, humor, an abundance of social media, and sheer obstinacy, they know that the thorny path to democracy only began with Hosni Mubarek’s fall. The life-and-death struggle between the people and the power of the state is still playing out.",4.892203,2013-06-07,0,88.0,What does it mean to risk your life for your ideals? How far will five revolutionaries go in defending their beliefs in the fight for their nation?,The Square,7.8,Roast Beef Productions,United Kingdom,العربية
0,Thriller,"['judge', 'juggler', 'passion', 'reality', 'street artist', 'jail', 'independent film', 'fame', 'hiding', 'tower']",en,"On August 7th 1974, French tightrope walker Philippe Petit stepped out on a high wire, illegally rigged between New York's World Trade Center twin towers, then the world's tallest buildings. After nearly an hour of performing on the wire, 1,350 feet above the sidewalks of Manhattan, he was arrested. This fun and spellbinding documentary chronicles Philippe Petit's ""highest"" achievement.",14.331992,2008-07-25,2957978,94.0,1974. 1350 feet up. The artistic crime of the century.,Man on Wire,7.5,UK Film Council,United Kingdom,English
1800000,Horror,"['exorcism', 'fraud', 'evil spirit', 'human sacrifice', 'mockumentary', 'preacher', 'satanic ritual', 'found footage', 'satanic cult']",en,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",14.838985999999998,2010-08-27,67738090,87.0,Believe In Him.,The Last Exorcism,5.6,Strike Entertainment,United States of America,English
0,Drama,"['musician', 'musical', 'biography', 'teenager', 'dark past', 'hit by a car', 'new brighton england', 'woman director', '1950s', 'aspiring musician']",en,The drama tells the story of Lennon's teenage years and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood,1.950959,2009-12-25,0,98.0,As a boy all John Lennon needed was love.,Nowhere Boy,7.2,Ecosse Films,Canada,English
1800000,Drama,"['heart attack', 'drug traffic', 'drug crime', 'mexican province', 'celibacy', 'priest', 'pregnancy', 'catholicism', 'new mexican cinema']",es,The young Father Amaro is put to the test. He is sent to Mexico to help take care of aging Father Benito when he meets a 16-year-old girl that he begins and affair with. It turns out the girls mother had been having an affair with Father Benito. Father Amaro must soon choose between the holy or the sinful life.,2.179428,2002-10-01,0,118.0,Lead us not into temptation,The Crime of Padre Amaro,6.2,Instituto Mexicano de Cinematografía,Mexico,Español
